sample_index,filename,mata_path,insang_path,true_label_id,true_label,pred_label_id,pred_label,prob_segar,prob_tidak_segar,confidence,is_correct,status
2,segar_018,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_018.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_018.jpg,0,Segar,0,Segar,0.7226,0.2774,0.7226,True,BENAR
3,segar_019,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_019.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_019.jpg,0,Segar,0,Segar,0.5815,0.4185,0.5815,True,BENAR
4,segar_020,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_020.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_020.jpg,0,Segar,0,Segar,0.8639,0.1361,0.8639,True,BENAR
5,segar_022,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_022.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_022.jpg,0,Segar,0,Segar,0.9813,0.0187,0.9813,True,BENAR
6,segar_023,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_023.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_023.jpg,0,Segar,0,Segar,0.9263,0.0737,0.9263,True,BENAR
7,segar_024,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_024.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_024.jpg,0,Segar,0,Segar,0.9234,0.0766,0.9234,True,BENAR
8,segar_026,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_026.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_026.jpg,0,Segar,0,Segar,0.8204,0.1796,0.8204,True,BENAR
9,segar_027,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_027.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_027.jpg,0,Segar,0,Segar,0.9781,0.0219,0.9781,True,BENAR
10,segar_028,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_028.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_028.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
11,segar_034,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_034.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_034.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
12,segar_035,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_035.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_035.jpg,0,Segar,0,Segar,0.6597,0.3403,0.6597,True,BENAR
13,segar_036,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_036.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_036.jpg,0,Segar,0,Segar,0.9827,0.0173,0.9827,True,BENAR
14,segar_038,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_038.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_038.jpg,0,Segar,0,Segar,0.9425,0.0575,0.9425,True,BENAR
15,segar_042,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_042.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_042.jpg,0,Segar,0,Segar,0.8629,0.1371,0.8629,True,BENAR
16,segar_043,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_043.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_043.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
17,segar_044,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_044.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_044.jpg,0,Segar,0,Segar,0.9575,0.0425,0.9575,True,BENAR
18,segar_045,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_045.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_045.jpg,0,Segar,0,Segar,0.9635,0.0365,0.9635,True,BENAR
19,segar_046,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_046.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_046.jpg,0,Segar,0,Segar,0.9604,0.0396,0.9604,True,BENAR
20,segar_047,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_047.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_047.jpg,0,Segar,0,Segar,0.982,0.018,0.982,True,BENAR
21,segar_048,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_048.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_048.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
22,segar_051,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_051.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_051.jpg,0,Segar,0,Segar,0.8845,0.1155,0.8845,True,BENAR
23,segar_052,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_052.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_052.jpg,0,Segar,0,Segar,0.9584,0.0416,0.9584,True,BENAR
24,segar_053,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_053.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_053.jpg,0,Segar,0,Segar,0.9949,0.0051,0.9949,True,BENAR
25,segar_054,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_054.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_054.jpg,0,Segar,0,Segar,0.9584,0.0416,0.9584,True,BENAR
26,segar_058,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_058.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_058.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
27,segar_059,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_059.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_059.jpg,0,Segar,0,Segar,0.8773,0.1227,0.8773,True,BENAR
28,segar_060,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_060.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_060.jpg,0,Segar,0,Segar,0.8356,0.1644,0.8356,True,BENAR
29,segar_061,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_061.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_061.jpg,0,Segar,0,Segar,0.7223,0.2777,0.7223,True,BENAR
30,segar_063,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_063.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_063.jpg,0,Segar,0,Segar,0.9115,0.0885,0.9115,True,BENAR
31,segar_064,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_064.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_064.jpg,0,Segar,0,Segar,0.9504,0.0496,0.9504,True,BENAR
32,segar_065,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_065.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_065.jpg,0,Segar,0,Segar,0.8206,0.1794,0.8206,True,BENAR
33,segar_067,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_067.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_067.jpg,0,Segar,0,Segar,0.8963,0.1037,0.8963,True,BENAR
34,segar_068,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_068.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_068.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
35,segar_069,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_069.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_069.jpg,0,Segar,0,Segar,0.9985,0.0015,0.9985,True,BENAR
36,segar_070,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_070.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_070.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
37,segar_072,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_072.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_072.jpg,0,Segar,0,Segar,0.8868,0.1132,0.8868,True,BENAR
38,segar_073,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_073.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_073.jpg,0,Segar,0,Segar,0.9843,0.0157,0.9843,True,BENAR
39,segar_074,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_074.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_074.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
40,segar_071,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_071.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_071.jpg,0,Segar,0,Segar,0.8095,0.1905,0.8095,True,BENAR
41,segar_055,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_055.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_055.jpg,0,Segar,0,Segar,0.9764,0.0236,0.9764,True,BENAR
42,segar_050,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_050.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_050.jpg,0,Segar,0,Segar,0.7304,0.2696,0.7304,True,BENAR
43,segar_049,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_049.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_049.jpg,0,Segar,0,Segar,0.8958,0.1042,0.8958,True,BENAR
44,segar_041,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_041.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_041.jpg,0,Segar,0,Segar,0.9249,0.0751,0.9249,True,BENAR
45,segar_040,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_040.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_040.jpg,0,Segar,0,Segar,0.9369,0.0631,0.9369,True,BENAR
46,segar_002,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_002.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_002.jpg,0,Segar,0,Segar,0.5846,0.4154,0.5846,True,BENAR
47,segar_086,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_086.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_086.jpg,0,Segar,0,Segar,0.9998,0.0002,0.9998,True,BENAR
48,segar_085,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_085.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_085.jpg,0,Segar,0,Segar,0.5698,0.4302,0.5698,True,BENAR
49,segar_084,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_084.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_084.jpg,0,Segar,0,Segar,0.8063,0.1937,0.8063,True,BENAR
50,segar_083,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_083.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_083.jpg,0,Segar,0,Segar,0.7135,0.2865,0.7135,True,BENAR
52,segar_081,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_081.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_081.jpg,0,Segar,0,Segar,0.7763,0.2237,0.7763,True,BENAR
53,segar_080,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_080.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_080.jpg,0,Segar,0,Segar,0.9891,0.0109,0.9891,True,BENAR
54,segar_079,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_079.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_079.jpg,0,Segar,0,Segar,0.6955,0.3045,0.6955,True,BENAR
55,segar_078,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_078.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_078.jpg,0,Segar,0,Segar,0.5346,0.4654,0.5346,True,BENAR
56,segar_077,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_077.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_077.jpg,0,Segar,0,Segar,0.9072,0.0928,0.9072,True,BENAR
57,segar_076,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_076.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_076.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
58,segar_075,/content/drive/MyDrive/datatest/mata/test/segar/mata_segar_075.jpg,/content/drive/MyDrive/datatest/insang/test/segar/insang_segar_075.jpg,0,Segar,0,Segar,1.0,0.0,1.0,True,BENAR
